Region label,Unit of measure,Commodity,Year,Value
Northern Territory,hectares,Wheat,1938,0
Australian Capital Territory,hectares,Wheat,1938,0
New South Wales,hectares,Potatoes,1938,8600
Victoria,hectares,Potatoes,1938,16600
Queensland,hectares,Potatoes,1938,4400
South Australia,hectares,Potatoes,1938,1800
Western Australia,hectares,Potatoes,1938,1700
Tasmania,hectares,Potatoes,1938,13100
Northern Territory,hectares,Potatoes,1938,0
Australian Capital Territory,hectares,Potatoes,1938,0
New South Wales,hectares,Barley,1939,5700
Victoria,hectares,Barley,1939,71200
Queensland,hectares,Barley,1939,5700
South Australia,hectares,Barley,1939,185000
Western Australia,hectares,Barley,1939,30300
Tasmania,hectares,Barley,1939,3500
Northern Territory,hectares,Barley,1939,0
Australian Capital Territory,hectares,Barley,1939,0
New South Wales,hectares,Maize,1939,49500
Victoria,hectares,Maize,1939,7500
Queensland,hectares,Maize,1939,71600
South Australia,hectares,Maize,1939,0
Western Australia,hectares,Maize,1939,0
Tasmania,hectares,Maize,1939,0
Northern Territory,hectares,Maize,1939,0
Australian Capital Territory,hectares,Maize,1939,0
New South Wales,hectares,Oats,1939,161700
Victoria,hectares,Oats,1939,266300
Queensland,hectares,Oats,1939,3500
South Australia,hectares,Oats,1939,108000
Western Australia,hectares,Oats,1939,172400
Tasmania,hectares,Oats,1939,10000
Northern Territory,hectares,Oats,1939,0
Australian Capital Territory,hectares,Oats,1939,0
New South Wales,hectares,Wheat,1939,1882100
Victoria,hectares,Wheat,1939,1112200
Queensland,hectares,Wheat,1939,178900
South Australia,hectares,Wheat,1939,1246600
Western Australia,hectares,Wheat,1939,1381100
Tasmania,hectares,Wheat,1939,4000
Northern Territory,hectares,Wheat,1939,0
Australian Capital Territory,hectares,Wheat,1939,0
New South Wales,hectares,Potatoes,1939,6800
Victoria,hectares,Potatoes,1939,13900
Queensland,hectares,Potatoes,1939,4200
South Australia,hectares,Potatoes,1939,1700
Western Australia,hectares,Potatoes,1939,2200
Tasmania,hectares,Potatoes,1939,10800
Northern Territory,hectares,Potatoes,1939,0
Australian Capital Territory,hectares,Potatoes,1939,0
New South Wales,hectares,Barley,1940,9800
Victoria,hectares,Barley,1940,82700
Queensland,hectares,Barley,1940,5300
South Australia,hectares,Barley,1940,203800
Western Australia,hectares,Barley,1940,33500
Tasmania,hectares,Barley,1940,3100
Northern Territory,hectares,Barley,1940,0
Australian Capital Territory,hectares,Barley,1940,0
New South Wales,hectares,Maize,1940,46900
Victoria,hectares,Maize,1940,7700
Queensland,hectares,Maize,1940,83100
South Australia,hectares,Maize,1940,0
Western Australia,hectares,Maize,1940,0
Tasmania,hectares,Maize,1940,0
Northern Territory,hectares,Maize,1940,0
Australian Capital Territory,hectares,Maize,1940,0
New South Wales,hectares,Oats,1940,164000
Victoria,hectares,Oats,1940,177900
Queensland,hectares,Oats,1940,4700
South Australia,hectares,Oats,1940,141200
Western Australia,hectares,Oats,1940,183200
Tasmania,hectares,Oats,1940,9400
Northern Territory,hectares,Oats,1940,0
Australian Capital Territory,hectares,Oats,1940,0
New South Wales,hectares,Wheat,1940,1772800
Victoria,hectares,Wheat,1940,1144200
Queensland,hectares,Wheat,1940,146500
South Australia,hectares,Wheat,1940,1106700
Western Australia,hectares,Wheat,1940,1202100
Tasmania,hectares,Wheat,1940,3000
Northern Territory,hectares,Wheat,1940,0
Australian Capital Territory,hectares,Wheat,1940,0
New South Wales,hectares,Potatoes,1940,7800
Victoria,hectares,Potatoes,1940,13000
Queensland,hectares,Potatoes,1940,5000
South Australia,hectares,Potatoes,1940,1800
Western Australia,hectares,Potatoes,1940,2300
Tasmania,hectares,Potatoes,1940,12300
Northern Territory,hectares,Potatoes,1940,0
Australian Capital Territory,hectares,Potatoes,1940,0
New South Wales,hectares,Barley,1941,8100
Victoria,hectares,Barley,1941,75900
Queensland,hectares,Barley,1941,2900
South Australia,hectares,Barley,1941,190700
Western Australia,hectares,Barley,1941,26600
Tasmania,hectares,Barley,1941,2300
Northern Territory,hectares,Barley,1941,0
Australian Capital Territory,hectares,Barley,1941,0
New South Wales,hectares,Maize,1941,57500
Victoria,hectares,Maize,1941,6200
Queensland,hectares,Maize,1941,70600
South Australia,hectares,Maize,1941,0
Western Australia,hectares,Maize,1941,0
Tasmania,hectares,Maize,1941,0
Northern Territory,hectares,Maize,1941,0
Australian Capital Territory,hectares,Maize,1941,0
New South Wales,hectares,Oats,1941,95900
Victoria,hectares,Oats,1941,226300
Queensland,hectares,Oats,1941,2900
South Australia,hectares,Oats,1941,191200
Western Australia,hectares,Oats,1941,173700
Tasmania,hectares,Oats,1941,7100
Northern Territory,hectares,Oats,1941,0
Australian Capital Territory,hectares,Oats,1941,0
New South Wales,hectares,Wheat,1941,1802500
Victoria,hectares,Wheat,1941,1081600
Queensland,hectares,Wheat,1941,130300
South Australia,hectares,Wheat,1941,1036200
Western Australia,hectares,Wheat,1941,1062500
Tasmania,hectares,Wheat,1941,3300
Northern Territory,hectares,Wheat,1941,0
Australian Capital Territory,hectares,Wheat,1941,0
New South Wales,hectares,Potatoes,1941,7200
Victoria,hectares,Potatoes,1941,17900
Queensland,hectares,Potatoes,1941,5100
South Australia,hectares,Potatoes,1941,2000
Western Australia,hectares,Potatoes,1941,2500
Tasmania,hectares,Potatoes,1941,15100
Northern Territory,hectares,Potatoes,1941,0
Australian Capital Territory,hectares,Potatoes,1941,0
New South Wales,hectares,Barley,1942,8300
Victoria,hectares,Barley,1942,82700
Queensland,hectares,Barley,1942,3000
South Australia,hectares,Barley,1942,193500
Western Australia,hectares,Barley,1942,27700
Tasmania,hectares,Barley,1942,2200
Northern Territory,hectares,Barley,1942,0
Australian Capital Territory,hectares,Barley,1942,0
New South Wales,hectares,Maize,1942,47500
Victoria,hectares,Maize,1942,3900
Queensland,hectares,Maize,1942,70300
South Australia,hectares,Maize,1942,0
Western Australia,hectares,Maize,1942,0
Tasmania,hectares,Maize,1942,0
Northern Territory,hectares,Maize,1942,0
Australian Capital Territory,hectares,Maize,1942,0
New South Wales,hectares,Oats,1942,123000
Victoria,hectares,Oats,1942,170800
Queensland,hectares,Oats,1942,3300
South Australia,hectares,Oats,1942,117900
Western Australia,hectares,Oats,1942,164800
Tasmania,hectares,Oats,1942,11000
Northern Territory,hectares,Oats,1942,0
Australian Capital Territory,hectares,Oats,1942,0
New South Wales,hectares,Wheat,1942,1606100
Victoria,hectares,Wheat,1942,1115800
Queensland,hectares,Wheat,1942,117700
South Australia,hectares,Wheat,1942,941200
Western Australia,hectares,Wheat,1942,1073800
Tasmania,hectares,Wheat,1942,2600
Northern Territory,hectares,Wheat,1942,0
Australian Capital Territory,hectares,Wheat,1942,0
New South Wales,hectares,Potatoes,1942,7200
Victoria,hectares,Potatoes,1942,13500
Queensland,hectares,Potatoes,1942,3900
South Australia,hectares,Potatoes,1942,1900
Western Australia,hectares,Potatoes,1942,1900
Tasmania,hectares,Potatoes,1942,12400
Northern Territory,hectares,Potatoes,1942,0
Australian Capital Territory,hectares,Potatoes,1942,0
New South Wales,hectares,Barley,1943,5800
Victoria,hectares,Barley,1943,31500
Queensland,hectares,Barley,1943,3300
South Australia,hectares,Barley,1943,120600
Western Australia,hectares,Barley,1943,20000
Tasmania,hectares,Barley,1943,1100
Northern Territory,hectares,Barley,1943,0
Australian Capital Territory,hectares,Barley,1943,0
New South Wales,hectares,Maize,1943,41900
Victoria,hectares,Maize,1943,2900
Queensland,hectares,Maize,1943,69900
South Australia,hectares,Maize,1943,0
Western Australia,hectares,Maize,1943,0
Tasmania,hectares,Maize,1943,0
Northern Territory,hectares,Maize,1943,0
Australian Capital Territory,hectares,Maize,1943,0
New South Wales,hectares,Oats,1943,174500
Victoria,hectares,Oats,1943,173200
Queensland,hectares,Oats,1943,7700
South Australia,hectares,Oats,1943,106300
Western Australia,hectares,Oats,1943,138500
Tasmania,hectares,Oats,1943,5300
Northern Territory,hectares,Oats,1943,0
Australian Capital Territory,hectares,Oats,1943,0
New South Wales,hectares,Wheat,1943,1227400
Victoria,hectares,Wheat,1943,868100
Queensland,hectares,Wheat,1943,135500
South Australia,hectares,Wheat,1943,813000
Western Australia,hectares,Wheat,1943,709500
Tasmania,hectares,Wheat,1943,1700
Northern Territory,hectares,Wheat,1943,0
Australian Capital Territory,hectares,Wheat,1943,0
New South Wales,hectares,Potatoes,1943,9900
Victoria,hectares,Potatoes,1943,20900
Queensland,hectares,Potatoes,1943,4000
South Australia,hectares,Potatoes,1943,2900
Western Australia,hectares,Potatoes,1943,2600
Tasmania,hectares,Potatoes,1943,16400
Northern Territory,hectares,Potatoes,1943,0
Australian Capital Territory,hectares,Potatoes,1943,0
New South Wales,hectares,Barley,1944,8100
Victoria,hectares,Barley,1944,33700
Queensland,hectares,Barley,1944,5200
South Australia,hectares,Barley,1944,105800
Western Australia,hectares,Barley,1944,24800
Tasmania,hectares,Barley,1944,1400
Northern Territory,hectares,Barley,1944,0
Australian Capital Territory,hectares,Barley,1944,0
New South Wales,hectares,Maize,1944,41800
Victoria,hectares,Maize,1944,2700
Queensland,hectares,Maize,1944,64000
South Australia,hectares,Maize,1944,0
Western Australia,hectares,Maize,1944,0
Tasmania,hectares,Maize,1944,0
Northern Territory,hectares,Maize,1944,0
Australian Capital Territory,hectares,Maize,1944,0
New South Wales,hectares,Oats,1944,151400
Victoria,hectares,Oats,1944,172500
Queensland,hectares,Oats,1944,8900
South Australia,hectares,Oats,1944,90800
Western Australia,hectares,Oats,1944,144900
Tasmania,hectares,Oats,1944,3900
Northern Territory,hectares,Oats,1944,0
Australian Capital Territory,hectares,Oats,1944,0
New South Wales,hectares,Wheat,1944,1089900
Victoria,hectares,Wheat,1944,725800
Queensland,hectares,Wheat,1944,113800
South Australia,hectares,Wheat,1944,620700
Western Australia,hectares,Wheat,1944,634200
Tasmania,hectares,Wheat,1944,2000
Northern Territory,hectares,Wheat,1944,0
Australian Capital Territory,hectares,Wheat,1944,0
New South Wales,hectares,Potatoes,1944,12200
Victoria,hectares,Potatoes,1944,28500
Queensland,hectares,Potatoes,1944,5900
South Australia,hectares,Potatoes,1944,3600
Western Australia,hectares,Potatoes,1944,3000
Tasmania,hectares,Potatoes,1944,24500
Northern Territory,hectares,Potatoes,1944,0
Australian Capital Territory,hectares,Potatoes,1944,0
New South Wales,hectares,Barley,1945,11400
Victoria,hectares,Barley,1945,52200
Queensland,hectares,Barley,1945,6100
South Australia,hectares,Barley,1945,145600
Western Australia,hectares,Barley,1945,30800
Tasmania,hectares,Barley,1945,2200
Northern Territory,hectares,Barley,1945,0
Australian Capital Territory,hectares,Barley,1945,0
New South Wales,hectares,Maize,1945,38100
Victoria,hectares,Maize,1945,1800
Queensland,hectares,Maize,1945,55200
South Australia,hectares,Maize,1945,0
Western Australia,hectares,Maize,1945,100
Tasmania,hectares,Maize,1945,0
Northern Territory,hectares,Maize,1945,0
Australian Capital Territory,hectares,Maize,1945,0
New South Wales,hectares,Oats,1945,220300
Victoria,hectares,Oats,1945,292300
Queensland,hectares,Oats,1945,6800
South Australia,hectares,Oats,1945,135200
Western Australia,hectares,Oats,1945,162700
Tasmania,hectares,Oats,1945,6000
Northern Territory,hectares,Oats,1945,0
Australian Capital Territory,hectares,Oats,1945,0
New South Wales,hectares,Wheat,1945,1151300
Victoria,hectares,Wheat,1945,866700
Queensland,hectares,Wheat,1945,134500
South Australia,hectares,Wheat,1945,656900
Western Australia,hectares,Wheat,1945,613400
Tasmania,hectares,Wheat,1945,1600
Northern Territory,hectares,Wheat,1945,0
Australian Capital Territory,hectares,Wheat,1945,0
New South Wales,hectares,Potatoes,1945,14100
Victoria,hectares,Potatoes,1945,33700
Queensland,hectares,Potatoes,1945,7400
South Australia,hectares,Potatoes,1945,5100
Western Australia,hectares,Potatoes,1945,4700
Tasmania,hectares,Potatoes,1945,32800
Northern Territory,hectares,Potatoes,1945,0
Australian Capital Territory,hectares,Potatoes,1945,0
New South Wales,hectares,Barley,1946,11700
Victoria,hectares,Barley,1946,54300
Queensland,hectares,Barley,1946,8500
South Australia,hectares,Barley,1946,178800
Western Australia,hectares,Barley,1946,26900
Tasmania,hectares,Barley,1946,2700
Northern Territory,hectares,Barley,1946,0
Australian Capital Territory,hectares,Barley,1946,0
New South Wales,hectares,Maize,1946,37400
Victoria,hectares,Maize,1946,2800
Queensland,hectares,Maize,1946,57300
South Australia,hectares,Maize,1946,0
Western Australia,hectares,Maize,1946,0
Tasmania,hectares,Maize,1946,0
Northern Territory,hectares,Maize,1946,0
Australian Capital Territory,hectares,Maize,1946,0
New South Wales,hectares,Oats,1946,249700
Victoria,hectares,Oats,1946,207000
Queensland,hectares,Oats,1946,16200
South Australia,hectares,Oats,1946,149600
Western Australia,hectares,Oats,1946,160400
Tasmania,hectares,Oats,1946,5700
Northern Territory,hectares,Oats,1946,0
Australian Capital Territory,hectares,Oats,1946,0
New South Wales,hectares,Wheat,1946,1527200
Victoria,hectares,Wheat,1946,1315800
Queensland,hectares,Wheat,1946,158800
South Australia,hectares,Wheat,1946,876200
Western Australia,hectares,Wheat,1946,742900
Tasmania,hectares,Wheat,1946,2000
Northern Territory,hectares,Wheat,1946,0
Australian Capital Territory,hectares,Wheat,1946,0
New South Wales,hectares,Potatoes,1946,9300
Victoria,hectares,Potatoes,1946,25500
Queensland,hectares,Potatoes,1946,6200
South Australia,hectares,Potatoes,1946,3600
Western Australia,hectares,Potatoes,1946,4000
Tasmania,hectares,Potatoes,1946,22800
Northern Territory,hectares,Potatoes,1946,0
Australian Capital Territory,hectares,Potatoes,1946,0
New South Wales,hectares,Barley,1947,10800
Victoria,hectares,Barley,1947,55900
Queensland,hectares,Barley,1947,3700
South Australia,hectares,Barley,1947,203200
Western Australia,hectares,Barley,1947,26500
Tasmania,hectares,Barley,1947,2500
Northern Territory,hectares,Barley,1947,0
Australian Capital Territory,hectares,Barley,1947,0
New South Wales,hectares,Maize,1947,44500
Victoria,hectares,Maize,1947,3300
Queensland,hectares,Maize,1947,51700
South Australia,hectares,Maize,1947,0
Western Australia,hectares,Maize,1947,0
Tasmania,hectares,Maize,1947,0
Northern Territory,hectares,Maize,1947,0
Australian Capital Territory,hectares,Maize,1947,0
New South Wales,hectares,Oats,1947,225800
Victoria,hectares,Oats,1947,183700
Queensland,hectares,Oats,1947,6200
South Australia,hectares,Oats,1947,102100
Western Australia,hectares,Oats,1947,172000
Tasmania,hectares,Oats,1947,9200
Northern Territory,hectares,Oats,1947,0
Australian Capital Territory,hectares,Oats,1947,0
New South Wales,hectares,Wheat,1947,1810900
Victoria,hectares,Wheat,1947,1416900
Queensland,hectares,Wheat,1947,100400
South Australia,hectares,Wheat,1947,1019400
Western Australia,hectares,Wheat,1947,981700
Tasmania,hectares,Wheat,1947,3100
Northern Territory,hectares,Wheat,1947,0
Australian Capital Territory,hectares,Wheat,1947,0
New South Wales,hectares,Potatoes,1947,8600
Victoria,hectares,Potatoes,1947,22800
Queensland,hectares,Potatoes,1947,4300
South Australia,hectares,Potatoes,1947,2500
Western Australia,hectares,Potatoes,1947,2800
Tasmania,hectares,Potatoes,1947,17500
Northern Territory,hectares,Potatoes,1947,0
Australian Capital Territory,hectares,Potatoes,1947,0
New South Wales,hectares,Barley,1948,9500
Victoria,hectares,Barley,1948,66400
Queensland,hectares,Barley,1948,7000
South Australia,hectares,Barley,1948,227600
Western Australia,hectares,Barley,1948,25600
Tasmania,hectares,Barley,1948,3300
Northern Territory,hectares,Barley,1948,0
Australian Capital Territory,hectares,Barley,1948,0
New South Wales,hectares,Maize,1948,35200
Victoria,hectares,Maize,1948,3200
Queensland,hectares,Maize,1948,39500
South Australia,hectares,Maize,1948,0
Western Australia,hectares,Maize,1948,0
Tasmania,hectares,Maize,1948,0
Northern Territory,hectares,Maize,1948,0
Australian Capital Territory,hectares,Maize,1948,0
New South Wales,hectares,Oats,1948,246500
Victoria,hectares,Oats,1948,263100
Queensland,hectares,Oats,1948,10100
South Australia,hectares,Oats,1948,125000
Western Australia,hectares,Oats,1948,200200
Tasmania,hectares,Oats,1948,6900
Northern Territory,hectares,Oats,1948,0
Australian Capital Territory,hectares,Oats,1948,0
New South Wales,hectares,Wheat,1948,2040800
Victoria,hectares,Wheat,1948,1306000
Queensland,hectares,Wheat,1948,187100
South Australia,hectares,Wheat,1948,961100
Western Australia,hectares,Wheat,1948,1117100
Tasmania,hectares,Wheat,1948,3100
Northern Territory,hectares,Wheat,1948,0
Australian Capital Territory,hectares,Wheat,1948,0
New South Wales,hectares,Potatoes,1948,8900
Victoria,hectares,Potatoes,1948,24000
Queensland,hectares,Potatoes,1948,4300
South Australia,hectares,Potatoes,1948,2500
Western Australia,hectares,Potatoes,1948,2800
Tasmania,hectares,Potatoes,1948,16300
Northern Territory,hectares,Potatoes,1948,0
Australian Capital Territory,hectares,Potatoes,1948,0
New South Wales,hectares,Barley,1949,7700
Victoria,hectares,Barley,1949,79200
Queensland,hectares,Barley,1949,11200
South Australia,hectares,Barley,1949,282400
Western Australia,hectares,Barley,1949,26000
Tasmania,hectares,Barley,1949,3000
Northern Territory,hectares,Barley,1949,0
Australian Capital Territory,hectares,Barley,1949,0
New South Wales,hectares,Maize,1949,31500
Victoria,hectares,Maize,1949,2600
Queensland,hectares,Maize,1949,46800
South Australia,hectares,Maize,1949,0
Western Australia,hectares,Maize,1949,0
Tasmania,hectares,Maize,1949,0
Northern Territory,hectares,Maize,1949,0
Australian Capital Territory,hectares,Maize,1949,0
New South Wales,hectares,Oats,1949,153100
Victoria,hectares,Oats,1949,218400
Queensland,hectares,Oats,1949,8600
South Australia,hectares,Oats,1949,116000
Western Australia,hectares,Oats,1949,215200
Tasmania,hectares,Oats,1949,4700
Northern Territory,hectares,Oats,1949,0
Australian Capital Territory,hectares,Oats,1949,0
New South Wales,hectares,Wheat,1949,1634300
Victoria,hectares,Wheat,1949,1212300
Queensland,hectares,Wheat,1949,246000
South Australia,hectares,Wheat,1949,834900
Western Australia,hectares,Wheat,1949,1160500
Tasmania,hectares,Wheat,1949,2800
Northern Territory,hectares,Wheat,1949,0
Australian Capital Territory,hectares,Wheat,1949,0
New South Wales,hectares,Potatoes,1949,7300
Victoria,hectares,Potatoes,1949,18500
Queensland,hectares,Potatoes,1949,4500
South Australia,hectares,Potatoes,1949,2400
Western Australia,hectares,Potatoes,1949,2600
Tasmania,hectares,Potatoes,1949,13100
Northern Territory,hectares,Potatoes,1949,0
Australian Capital Territory,hectares,Potatoes,1949,0
New South Wales,hectares,Barley,1950,5200
Victoria,hectares,Barley,1950,95600
Queensland,hectares,Barley,1950,10100
South Australia,hectares,Barley,1950,280800
Western Australia,hectares,Barley,1950,27500
Tasmania,hectares,Barley,1950,1800
Northern Territory,hectares,Barley,1950,0
Australian Capital Territory,hectares,Barley,1950,0
New South Wales,hectares,Maize,1950,29500
Victoria,hectares,Maize,1950,2100
Queensland,hectares,Maize,1950,45500
South Australia,hectares,Maize,1950,0
Western Australia,hectares,Maize,1950,0
Tasmania,hectares,Maize,1950,0
Northern Territory,hectares,Maize,1950,0
Australian Capital Territory,hectares,Maize,1950,0
New South Wales,hectares,Oats,1950,151600
Victoria,hectares,Oats,1950,195500
Queensland,hectares,Oats,1950,8300
South Australia,hectares,Oats,1950,105800
Western Australia,hectares,Oats,1950,236600
Tasmania,hectares,Oats,1950,9200
Northern Territory,hectares,Oats,1950,0
Australian Capital Territory,hectares,Oats,1950,0
New South Wales,hectares,Wheat,1950,1623500
Victoria,hectares,Wheat,1950,1144600
Queensland,hectares,Wheat,1950,242800
South Australia,hectares,Wheat,1950,767400
Western Australia,hectares,Wheat,1950,1171200
Tasmania,hectares,Wheat,1950,2200
Northern Territory,hectares,Wheat,1950,0
Australian Capital Territory,hectares,Wheat,1950,0
New South Wales,hectares,Potatoes,1950,9500
Victoria,hectares,Potatoes,1950,20500
Queensland,hectares,Potatoes,1950,4700
South Australia,hectares,Potatoes,1950,2900
Western Australia,hectares,Potatoes,1950,2800
Tasmania,hectares,Potatoes,1950,13800
Northern Territory,hectares,Potatoes,1950,0
Australian Capital Territory,hectares,Potatoes,1950,0
New South Wales,hectares,Barley,1951,3400
Victoria,hectares,Barley,1951,87900
Queensland,hectares,Barley,1951,10600
South Australia,hectares,Barley,1951,309500
Western Australia,hectares,Barley,1951,23900
Tasmania,hectares,Barley,1951,1300
Northern Territory,hectares,Barley,1951,0
Australian Capital Territory,hectares,Barley,1951,0
New South Wales,hectares,Maize,1951,21300
Victoria,hectares,Maize,1951,1700
Queensland,hectares,Maize,1951,45000
South Australia,hectares,Maize,1951,0
Western Australia,hectares,Maize,1951,0
Tasmania,hectares,Maize,1951,0
Northern Territory,hectares,Maize,1951,0
Australian Capital Territory,hectares,Maize,1951,0
New South Wales,hectares,Oats,1951,134400
Victoria,hectares,Oats,1951,213400
Queensland,hectares,Oats,1951,6900
South Australia,hectares,Oats,1951,109800
Western Australia,hectares,Oats,1951,237000
Tasmania,hectares,Oats,1951,9500
Northern Territory,hectares,Oats,1951,0
Australian Capital Territory,hectares,Oats,1951,0
New South Wales,hectares,Wheat,1951,1347000
Victoria,hectares,Wheat,1951,1107000
Queensland,hectares,Wheat,1951,226100
South Australia,hectares,Wheat,1951,747800
Western Australia,hectares,Wheat,1951,1289100
Tasmania,hectares,Wheat,1951,2200
Northern Territory,hectares,Wheat,1951,0
Australian Capital Territory,hectares,Wheat,1951,0
New South Wales,hectares,Potatoes,1951,7400
Victoria,hectares,Potatoes,1951,21200
Queensland,hectares,Potatoes,1951,4400
South Australia,hectares,Potatoes,1951,2800
Western Australia,hectares,Potatoes,1951,2700
Tasmania,hectares,Potatoes,1951,12800
Northern Territory,hectares,Potatoes,1951,0
Australian Capital Territory,hectares,Potatoes,1951,0
New South Wales,hectares,Barley,1952,4500
Victoria,hectares,Barley,1952,75400
Queensland,hectares,Barley,1952,11400
South Australia,hectares,Barley,1952,336500
Western Australia,hectares,Barley,1952,22900
Tasmania,hectares,Barley,1952,1700
Northern Territory,hectares,Barley,1952,0
Australian Capital Territory,hectares,Barley,1952,0
New South Wales,hectares,Maize,1952,21900
Victoria,hectares,Maize,1952,1700
Queensland,hectares,Maize,1952,43800
South Australia,hectares,Maize,1952,0
Western Australia,hectares,Maize,1952,0
Tasmania,hectares,Maize,1952,0
Northern Territory,hectares,Maize,1952,0
Australian Capital Territory,hectares,Maize,1952,0
New South Wales,hectares,Oats,1952,241400
Victoria,hectares,Oats,1952,273800
Queensland,hectares,Oats,1952,8400
South Australia,hectares,Oats,1952,156800
Western Australia,hectares,Oats,1952,265700
Tasmania,hectares,Oats,1952,10700
Northern Territory,hectares,Oats,1952,0
Australian Capital Territory,hectares,Oats,1952,0
New South Wales,hectares,Wheat,1952,1114200
Victoria,hectares,Wheat,1952,997000
Queensland,hectares,Wheat,1952,184000
South Australia,hectares,Wheat,1952,652800
Western Australia,hectares,Wheat,1952,1252300
Tasmania,hectares,Wheat,1952,1500
Northern Territory,hectares,Wheat,1952,0
Australian Capital Territory,hectares,Wheat,1952,0
New South Wales,hectares,Potatoes,1952,7700
Victoria,hectares,Potatoes,1952,17000
Queensland,hectares,Potatoes,1952,4600
South Australia,hectares,Potatoes,1952,2800
Western Australia,hectares,Potatoes,1952,2800
Tasmania,hectares,Potatoes,1952,12800
Northern Territory,hectares,Potatoes,1952,0
Australian Capital Territory,hectares,Potatoes,1952,0
New South Wales,hectares,Barley,1953,7100
Victoria,hectares,Barley,1953,94900
Queensland,hectares,Barley,1953,29100
South Australia,hectares,Barley,1953,379400
Western Australia,hectares,Barley,1953,43300
Tasmania,hectares,Barley,1953,3300
Northern Territory,hectares,Barley,1953,0
Australian Capital Territory,hectares,Barley,1953,0
New South Wales,hectares,Maize,1953,24500
Victoria,hectares,Maize,1953,2100
Queensland,hectares,Maize,1953,46400
South Australia,hectares,Maize,1953,0
Western Australia,hectares,Maize,1953,0
Tasmania,hectares,Maize,1953,0
Northern Territory,hectares,Maize,1953,0
Australian Capital Territory,hectares,Maize,1953,0
New South Wales,hectares,Oats,1953,295400
Victoria,hectares,Oats,1953,306000
Queensland,hectares,Oats,1953,22800
South Australia,hectares,Oats,1953,149500
Western Australia,hectares,Oats,1953,336800
Tasmania,hectares,Oats,1953,8100
Northern Territory,hectares,Oats,1953,0
Australian Capital Territory,hectares,Oats,1953,0
New South Wales,hectares,Wheat,1953,1093600
Victoria,hectares,Wheat,1953,903300
Queensland,hectares,Wheat,1953,293200
South Australia,hectares,Wheat,1953,624800
Western Australia,hectares,Wheat,1953,1213900
Tasmania,hectares,Wheat,1953,2700
Northern Territory,hectares,Wheat,1953,0
Australian Capital Territory,hectares,Wheat,1953,0
New South Wales,hectares,Potatoes,1953,7300
Victoria,hectares,Potatoes,1953,21400
Queensland,hectares,Potatoes,1953,4700
South Australia,hectares,Potatoes,1953,3700
Western Australia,hectares,Potatoes,1953,3300
Tasmania,hectares,Potatoes,1953,14300
Northern Territory,hectares,Potatoes,1953,0
Australian Capital Territory,hectares,Potatoes,1953,0
New South Wales,hectares,Barley,1954,12900
Victoria,hectares,Barley,1954,151600
Queensland,hectares,Barley,1954,22700
South Australia,hectares,Barley,1954,454000
Western Australia,hectares,Barley,1954,84700
Tasmania,hectares,Barley,1954,3800
Northern Territory,hectares,Barley,1954,0
Australian Capital Territory,hectares,Barley,1954,0
New South Wales,hectares,Maize,1954,23700
Victoria,hectares,Maize,1954,2300
Queensland,hectares,Maize,1954,46400
South Australia,hectares,Maize,1954,0
Western Australia,hectares,Maize,1954,0
Tasmania,hectares,Maize,1954,0
Northern Territory,hectares,Maize,1954,0
Australian Capital Territory,hectares,Maize,1954,0
New South Wales,hectares,Oats,1954,205100
Victoria,hectares,Oats,1954,236000
Queensland,hectares,Oats,1954,5500
South Australia,hectares,Oats,1954,113400
Western Australia,hectares,Oats,1954,296700
Tasmania,hectares,Oats,1954,8100
Northern Territory,hectares,Oats,1954,0
Australian Capital Territory,hectares,Oats,1954,0
New South Wales,hectares,Wheat,1954,1358500
Victoria,hectares,Wheat,1954,966900
Queensland,hectares,Wheat,1954,234700
South Australia,hectares,Wheat,1954,618500
Western Australia,hectares,Wheat,1954,1167600
Tasmania,hectares,Wheat,1954,3900
Northern Territory,hectares,Wheat,1954,0
Australian Capital Territory,hectares,Wheat,1954,0
New South Wales,hectares,Potatoes,1954,6700
Victoria,hectares,Potatoes,1954,21300
Queensland,hectares,Potatoes,1954,3800
South Australia,hectares,Potatoes,1954,2800
Western Australia,hectares,Potatoes,1954,3300
Tasmania,hectares,Potatoes,1954,14000
Northern Territory,hectares,Potatoes,1954,0
Australian Capital Territory,hectares,Potatoes,1954,0
New South Wales,hectares,Barley,1955,14900
Victoria,hectares,Barley,1955,113600
Queensland,hectares,Barley,1955,35300
South Australia,hectares,Barley,1955,412700
Western Australia,hectares,Barley,1955,105100
Tasmania,hectares,Barley,1955,2900
Northern Territory,hectares,Barley,1955,0
Australian Capital Territory,hectares,Barley,1955,0
New South Wales,hectares,Maize,1955,20500
Victoria,hectares,Maize,1955,1800
Queensland,hectares,Maize,1955,43800
South Australia,hectares,Maize,1955,0
Western Australia,hectares,Maize,1955,0
Tasmania,hectares,Maize,1955,0
Northern Territory,hectares,Maize,1955,0
Australian Capital Territory,hectares,Maize,1955,0
New South Wales,hectares,Oats,1955,266000
Victoria,hectares,Oats,1955,260800
Queensland,hectares,Oats,1955,14700
South Australia,hectares,Oats,1955,137500
Western Australia,hectares,Oats,1955,353500
Tasmania,hectares,Oats,1955,9200
Northern Territory,hectares,Oats,1955,0
Australian Capital Territory,hectares,Oats,1955,0
New South Wales,hectares,Wheat,1955,1181100
Victoria,hectares,Wheat,1955,967300
Queensland,hectares,Wheat,1955,278200
South Australia,hectares,Wheat,1955,683600
